review_text,rating,review_date
"kembalikan sistem yg dulu, sistem terbaru tidak jelas, tidak bisa pilih role sesuai keinginan kita, milih role mid sama roam, tp dpt roam trs, uda pindah pilih mid dan exp, dptnya exp trs, SAYA MW MAIN MID MUNTUN, pdhl match mid saya lebih banyak drpd roam dan exp, bintang 1, game jelek, mw pensi aja, da gitu jaringan suka ngeleg. kalo sistemnya kaya gini, saya yakin banyak player yang akan pensi (pindah ke hok) mampus, tidak bermain mobile legends lagi.",1,2025-06-25 16:37:30
lag teross ton monton lag woyy,1,2025-06-25 16:37:06
leg parah main nya,2,2025-06-25 16:36:30
"sumpah ni game dari pada update skin mending benerin bug sinyal dah, sinyal fine fine aja kok ngelag kocak",1,2025-06-25 16:35:23
lag lag lag,1,2025-06-25 16:35:22
game nya enak di awal (klo dah epic stres jir),5,2025-06-25 16:35:20
"Developer gk guna update tetap ketemu player tolol ,mau sampai kapan ml gini mulu ,dasar pilkas GK guna buat GK",5,2025-06-25 16:34:19
hahah game bodo apus aja,1,2025-06-25 16:34:11
"game burik,di kasih mlu tim bott",1,2025-06-25 16:34:04
"dapat tim dark sistem mulu,",1,2025-06-25 16:33:56
bnagasatttt,1,2025-06-25 16:33:40
nice,4,2025-06-25 16:32:26
"geme aneh anjg lu bikin stres,gua main adv setiap rank di kasi tim goblok terus gimana lu ngantuk lol atmin",1,2025-06-25 16:32:20
"ngasih tim yg bnr lah, ngerusak wr aja",1,2025-06-25 16:32:06
sangat menarik,5,2025-06-25 16:31:59
"oy pepek ngasi tim itu yang bener pepek, update aja teruss kasi sistem yang baru drak sistem nya gak di ilangin blok..... niat main game ilangin stres malah nambah stres game gj",1,2025-06-25 16:31:42
"game rusak tiba2 diem aja padahal sinyal bagus, hp snap 8 gen 2 kocak ni semenjak update banyak bug",1,2025-06-25 16:30:53
apa la gem kok banyak drak sistem nya nabrak Reng tinggi Mulu ap coba,1,2025-06-25 16:30:44
tolong hilangkan pemilihan line sebelum main.. sangat tidak berguna dan mengganggu !!! update dan fitur terburuk !!!,1,2025-06-25 16:28:13
ketemu tim tolol Mulu,1,2025-06-25 16:28:04
gem konton banyak drak sistem kaya muka Lo burik,5,2025-06-25 16:27:20
"woii muntun, tiap maen leg Mulu padahal pake kuota/wifi sama"" leg benerin lah server nya, di update bukanya makin seru maen, malah males, padahal sinyal gua ijoo muntun, benerin lah kalah mulu, setiap maen pasti ada aja leg padahal sinyal ijoooooo",1,2025-06-25 16:27:06
jaringan nya ngeleq2 gak bisa kebuka apa lgi gak bisa login lgi,1,2025-06-25 16:26:49
"sistem pemilihan role yang aneh, orang yang ga pernah main Jung malah dpt Jung,sedangkan gua yg pure Jung malah dpt Lane lain yg ga pernah gua mainin kan lawak",5,2025-06-25 16:26:30
"gem minim toleransi, player sama developer sama aja 😹, udah gem nya minim toleransi minim kreativitas lagi masak gamalu bisanya cuma plagiat gem lain terus, gem lain ada fitur atau skin bagus dikit lu copy paste , player lu yang dongo malah ngebela lagi kelakuan buruk lu, udah tau salah malah dibela kocak😹, otak developer mencerminkan playernya awokawok, penyevong meler batu bet dibilang ni gem tukang plagiat 😹",1,2025-06-25 16:26:26
"game nya jelek, gak rekomendasi push rank solo di epic pasti di kasih temen² gk beres pokok nya jangan download lah, mending main honor of king",1,2025-06-25 16:25:18
bayak peraturan Kya pemerintah,1,2025-06-25 16:25:09
"ml skrg makin ampas,dari para player nya yg darksystem,,smpai event skinnya jga ampas,,event skin gratis tpii misinya misi sampah,,dpt kartu yg berulang2",1,2025-06-25 16:24:56
Mobile Legends Bang Bang MLBB X Zetian Assalamualaikum 🙏😎😊,5,2025-06-25 16:24:45
apsi ls mlu kurangin dark sistem muntun stres gue maen ni geme lama2 pindah ke geme sebelah,1,2025-06-25 16:24:15
"sistem baru draftnya tidak berguna, malah lebih parah",1,2025-06-25 16:23:57
mantap,5,2025-06-25 16:22:58
events Silvana box nya malah dapat skin epic apa coba,1,2025-06-25 16:22:31
tolong hilangkan dark sistem💩 💩,1,2025-06-25 16:22:26
game kik**,5,2025-06-25 16:22:02
bg montoon kok gua dikasih tim beban Mulu gua jadi stack di epic gara gara tim sampah jadi males gua main nya😔,1,2025-06-25 16:21:56
game monyett,1,2025-06-25 16:21:11
"kaga jelas kalo ngebagiin tim tim musuh jago jago tim gua dikasih yang kaga bisa maen, produser gamenga cuma pengen duit pemainya doang dih",2,2025-06-25 16:21:06
game buriq,1,2025-06-25 16:20:40
"game burik , gw hero gold lane dapetnya mid terus, berantem aja yok ML",1,2025-06-25 16:19:51
game dajjal game haram,1,2025-06-25 16:19:16
"moonton,, banyak aturan ribet banget , lama2 uninstal skalian biar GK main ,, heran deh ,,,",1,2025-06-25 16:19:08
mobile legends,5,2025-06-25 16:18:07
mode HFR Itu apaan sih Moonton? Pengaturan gw udah rata kiri masih aja di suruh untuk menonaktifkan MODE HFR notif ga jelas!! PING ijo frame patah2...apalah!? LAG ML akhir2 ini Dah mulai menyaingi moba game sebelah...Good(-_-)!?,3,2025-06-25 16:17:47
banyak bug nya aku main tadi bug,1,2025-06-25 16:17:25
bagus banget dari review bagus tapi mohon soalnya tim nya suka beban jadi badmot seh hmm dan suka nagatain orangnya kadang ngelek padahal wifi baik baik aja tapi mayan sih bagus hero nya dan efeknya bagus dan pas buat di pake event nya juga suka colab ama anime jadi seru hmm 🤔bagus tapi rank nya susah buat di naikin jadi aku 1 bulan gk main mobile legend yah pas ligin malah akhir season yah bete tapi untungnya montoon b aik aku kan top up ada event diam9nd kuning ihh serudeh😘,5,2025-06-25 16:16:59
bang dark sistem,4,2025-06-25 16:15:54
mobile legend sekarang banyak drak sistem nya. jelek sekarang. anak TK pada main kaya gini bikin rugi tim,1,2025-06-25 16:15:48
tiap update pasti lah mulu,1,2025-06-25 16:15:07
monton tolol ngasih lawan gak ngotak,1,2025-06-25 16:15:02
game bagus apalagi sistem gelap nya bikin nagih++ dan banyak orang ramah di dalam game rekomendasi buat orang yg darah renda karena jika dia memainkan game ini darah nya akan naik kembali,5,2025-06-25 16:13:10
hebat,5,2025-06-25 16:12:48
disaat kita pengen war kok jaringan nya tiba tiba lelet apa handphone ini harus ganti tiap hari moonton satu lagi kalau kasih teman itu minimal jago lah salah satu jangan lah bodoh semua satu kali kalah maka tim nya aku temui tim dark system semua apa kah ini kesengajaan mohon itu nya di perbaiki . game pengen ngilagin stres malah nambah stres udah uang habis banyak,2,2025-06-25 16:12:27
"tolong hilangin fitur costum yg computer muntun. gw di kerjain mulu sama orang, udh masuk ke costumnya eh malah lawan computer udh gitu di berentiin lagi match nya",3,2025-06-25 16:11:57
lu buat game yang benar lah lu kasih tim lol semua musuh jago semua,1,2025-06-25 16:10:16
tambah kan fitur mencari nama squad pliss aku MW ketemu temen pertama ku di ml yaa monton pliss aku hargai semua yg kau buat di ml tapi aku minta fitur baru yaa?,5,2025-06-25 16:09:38
kebanyakan sistem tiem nya,2,2025-06-25 16:09:33
"game bagus, cuma sayang nya double dmg Fanny dihapus, pls moonton kembaliin bug double dmg, borosin aj energy nya gapapa, karna fanny tanpa double damage gabisa apa apa di meta sekarang 🙏",4,2025-06-25 16:08:57
game yg menemani saya selama ini makasih telah menemani saya sampai sejauh ini 👍👍👍,5,2025-06-25 16:08:49
"ga jelas bgt pembaruannya,mlahan nyusahinn pilihh mau tiru HOK mlahan ngebosenin jadinya masa milih line 2 doang,,main ga dapet yg sesuai pilihan line nya udah gitu banyak orang2 lol yg as all milih tempat line nyya",1,2025-06-25 16:07:13
"game lawakk, percuma udah di update juga, masih banyak dark system, monton gaje lawakk ngotakk kek bang. mohon perbaiki 🙏🙏🙏😡",1,2025-06-25 16:07:12
game kontol,1,2025-06-25 16:07:09
"game yang sangat jelek. masa gk bisa nyeimbangin nilai pertandingan sih. kenapa setiap ada hero yang gk bantu nyerang, tapi pas dilaporin malah data yang keluar itu gk ada sama sekali persamaan yang sesuai di pertandingan sih?. kalo gini caranya udah lah. tolong diseimbangin lagi penilaiannya. kalo kaya gini repot. udah ngeluarin banyak uang buat top up, bayar skin, bayar hero, masa iya kualitas game nya kaya gini?. toloongg bngt ya montoon setiap update tolong diperbaiki lagi yang salah.",1,2025-06-25 16:06:53
game ini sangat enak sekali buat di mainkan bareng temen-temen atau pun sendiri juga tetap menyenangkan,5,2025-06-25 16:06:48
ml anj jaringan ijo masa tiba' ngeleg berkali' pdhl wifi stabil aduhhh gimn si,1,2025-06-25 16:06:43
banyak dark sistem,1,2025-06-25 16:06:34
"tambah tidak jelas ini game, sudah tidak bisa bebas memilih line, kebebasan player dibatasi. Sudah aku uninstal ini game. malas main, aku merasa kebebasanku direbut. padahal game itu tujuannya seru seruan, bebas bermain sesuka hati.",1,2025-06-25 16:06:31
"gimana yaa padahall jaringan saya baguss saya uda cek juga,tapi ko pas udaa masuk game mana rank lagi suka laggg...uda mh tiba,,,patah,,,padahal ram hp 8 gb,tolong ya moonton perbaiki bugg nyaa saya sangat terganggu saat push rank, untuk vitur event dll saya suka cuman satu perbaiki bug suka lagg tiba,,,saya terganggu sekali,",1,2025-06-25 16:06:07
"Makin lemot gamenya makin ga asik 👎👎👎👎👎 sistem draftpicnya ga berguna,gabisa ngisi role sesuai skilll",1,2025-06-25 16:05:45
montoon piatu. yatim. ngentod,1,2025-06-25 16:05:39
kapan skin fanny luckybox di revamp di notice,5,2025-06-25 16:05:30
pitur baru nya ga enak terus banyak draksistemnya,1,2025-06-25 16:05:14
"halo developer dengan adanya ufdatetan kemarin EMG bgus sih tpi ada tidak bgus ny juga pak karna ufdatetan ini bikin org mau bunuh diri pak,knpa,y karena ke egoisan mereka sendiri yg memilih Hero tidak sesuai yg dia dpt line ny, seharus ny fitur yg saya maksud semua Hero yg terpilih di line KLO udh dpet roam udh roam smua isinya yg lain jgn di sedia in KLO dpt line ny gold udh isinya gold smua kecuali waktu lagi ban baru di sediain, semoga di denger mksh:)",3,2025-06-25 16:05:09
game nya sangat bagus tapi masih ada orang toxic,5,2025-06-25 16:04:57
suka deh,5,2025-06-25 16:04:16
game rusak kena ban mulu alasan chat tidak pantas padahal chat gua gk ada yg berkata kasar,1,2025-06-25 16:04:00
GK seru,1,2025-06-25 16:04:00
"taiklah, apa apaan update patch sekarang, makin aneh bikin males main, teammatch di rank makin gajelas di kasih musuh gk imbang, tim sama publik dikasih yang bego sedangkan musuh jago, apa apan dah montood ngentod, benerin dululah pembagian teammatch yg imbang sih asu asu, gajelas jembud",1,2025-06-25 16:03:57
ga pernah dpt mid dpt room mulu,1,2025-06-25 16:02:02
sukaaa bangettttt 100000000/5🤩🤩🤩🤩,5,2025-06-25 16:00:47
game full dark sistem su,1,2025-06-25 15:59:48
Sinyal Jumping Mulu Dari Dulu Kaga dibenerin EVENT Aja dibanyakin,1,2025-06-25 15:59:37
game ini saat mau war tiba sinyal ilang ane game,5,2025-06-25 15:59:23
senangnya,5,2025-06-25 15:59:11
di upgrade bukannya makin baik banyak aturan memaksa memilih line.sudah jelas line di jalankan malah di peringatkan suka ngelag.tapi aturan banyak,2,2025-06-25 15:59:09
mohon saya sangat sangat minta tolong betulkan kesetaraan team masa saya sendiri yang hanya bermain betul betul dalam game sedangkan 4 orang tim saya main sendiri tidak ada yang bisa betul betul bermain jadi moonton saya berharap pencocokan team dibuat setara,1,2025-06-25 15:58:59
"ML.sekarang update nya aneh2,,,pengisian roll atau draft pic diisi dengan player2 yang tidak tau fungsi emblem atau build,,,capek,mending hapus aja ML lah,,,pindah game sebelah",2,2025-06-25 15:58:39
udah gakuat jumping nya parah dari 8 12 ms tiba tiba pas war 200 san parah parah,2,2025-06-25 15:58:11
apalah muntun direpam kaya gituh Len nya ga seruuu pada maksa semua bagian roam malah pik Hero mid moble legends sekarang makin parahh gm deraksistem ml sekarang jadi burikk jelek banget didepan kaya gitu ayo lah repam lagi kaya yg dulu lebih seru ml yg dulu muntunnn. sekarang mending main papji atau ff lahh ml udah gjls bangett,1,2025-06-25 15:57:20
"game buriq suka ngelag ga jelas, pdahal wifi gaada yang pake hadeh buriq buriq",1,2025-06-25 15:56:49
Lag banget padahal jaringan bagus ping 12.,1,2025-06-25 15:56:23
"internet lancar untuk game lain, tp kl di game ini ga cuma lag malah nge stuck loading yg ada ping merah nais👍🏻 combo this with dark system too, good job making player left",1,2025-06-25 15:56:02
"SISTEM SEKARANG SANGAT MERUGIKAN, BUKANNYA NAMBAH ASIK MALAH NAMBAH EMOSI, BANYAK ORANG NGASAL PIK SESUAI LANE ARAHAN SISTEM.",1,2025-06-25 15:55:21
"GAME TIDAK BERMUTU, MAIN TIDAK BISA BER EXPRESI",1,2025-06-25 15:55:19
moonton hapus sistem 1 role doang ini karena banyak pemain yang merasa malas main jadinya mohon perbandingan lagi sistem 1 role Lane,1,2025-06-25 15:55:18
"haram, ga ramah, game bikin gila yang tadi nya waras jadi gila stres, isinya orang² jahanam kecuali aku dan teman ku, mksh.",1,2025-06-25 15:54:55
tolong dong fitur 120 fps jngn di ilangin gk nyaman untuk dimainkan secara kompetitif,2,2025-06-25 15:54:33
soal nya gem ini tuh jahat bngt masa gw pus 1 jam cuma Nambah 1 bintang ketemu pro player semua gw capek anjir moonton babi,1,2025-06-25 15:54:15
"perubahan macam kek mana ni ml.makin, taikkk...",5,2025-06-25 15:53:43
Good!,5,2025-06-25 15:51:43
montoon mohon di perbaiki sinyal di montoon ..gak jelas ajg padahal sinyal ok..main ngeleg2 trus..mngecewakan,1,2025-06-25 15:50:47
gem koplak parah terlalu banyak drak sistem,1,2025-06-25 15:50:35
kalok menurut ku sih jangan terlalu cepat update deh soalnya kalok terlalu cepat itu kagak seru,4,2025-06-25 15:50:22
monyetttttttttttt banget nihh season tololllll,1,2025-06-25 15:48:47
bagus banget geme nya,5,2025-06-25 15:47:46
semenjak update collab naruto coa dri wdp gw ilng. pdhl dh di update trus lalu nunggu tpi masi a ga pdhl 1000an ad tu nabung untuk skin legend.tolong moonton balikin coa yg gw tabung....!!!,1,2025-06-25 15:46:55
keren saya sangat doyan main game ini,5,2025-06-25 15:46:26
abis season ga jelasss musuh di kasih yg mantan imortal bala di kasih epic abadi monton perbaikin lah,1,2025-06-25 15:45:09
makin skrg makin gajelas soal masalah pick jdi otomatis,1,2025-06-25 15:44:38
game nya banyak bokep nya,1,2025-06-25 15:44:27
kasih lawan yg sebanding min untuk epic naik legen susah,1,2025-06-25 15:44:09
update aja teros tiap hari pengen maen jadi legh cok.. ram 4 jadi ga bisa apa2 asu,2,2025-06-25 15:43:42
"naik 1 bintang aja nyampe 20x?main,semoga montoon bangkur,pda pindah ke hok,game sampah",1,2025-06-25 15:43:41
"gue hapus bi game anjinggg, makin hari makin tim gak jelass vevek",1,2025-06-25 15:43:34
"banyakan leg, dan dark system,, laporan cuma di respon jawaban gk jelas,,, AUTO UNINSTAL.",1,2025-06-25 15:42:08
bagus aku suka,5,2025-06-25 15:41:20
tiap season main solo. pasti dark sistem nya parah. match making nya buruk,3,2025-06-25 15:40:19
"moonton lol,ngasih lose ga ngotak",1,2025-06-25 15:39:14
emel emel gw mau balikin bintang aja susah dari legend V B3 kalah jdi B2 dari jam 12 sampai jam 10 masih gak balik bintang nya kalo dh ke B2 langsung ls 2x balek ke b0 balik lgi ke B2 turun lgi B0 gitu terus ini game punya script parah memang kntl ni game anj waktu gw habis bintang gak balek/naek malah turun kalo bisa kasih review mines dh gw kasih montoon ppk,1,2025-06-25 15:38:23
game bagus menarik,5,2025-06-25 15:38:09
kasih gw menang moonton tolong!!!!,1,2025-06-25 15:38:09
Matching game yg sangat tolol + game kikir,1,2025-06-25 15:38:02
moonton kalo pilih tim yang sepapak lah jangan bot semua musuhnya jago timnya lol semua ngotak,1,2025-06-25 15:37:17
makin kesini makin ngaco moonton malah tambah males main nya...malah bikin kaya orng lain !,1,2025-06-25 15:36:03
Cukup menark,5,2025-06-25 15:35:29
"gameplay nya udh bagus jariganya ya so so lah dan fiturnya bagus tapi terkadang monton pls sistem hukuman untuk pelanggaran pemilihan lane nya di perketat ya,ditambah lagi untuk sistem report nya di perbagus sekaligus tambah kan sistem replay maju mundur ya monton ya segitu aja umpatan saya kepada game ini.",4,2025-06-25 15:35:27
ngapain sekarang wajib suruh milih rol begini.. makin nyusahin aja kau moonton.. bukanya makin bagus di gituin.. makin gk asik malahan,1,2025-06-25 15:35:05
"game anj bikin stres doang, minimal matchmaking benerin dlu kyk sesuai high rank, trs stiap mvp lose dpt protek, game lawak ini mah bukan game tp perusak hidup",1,2025-06-25 15:35:02
Ml memang game terbaik,5,2025-06-25 15:34:38
"hp gua ga kentang2 amat Ram 8/256 masa iya ngeleg sampe kaya hp ram 2 belum lagi masalah jaringan lokasi kenceng sinyal jaringan juga bagus masa giliran main tiba2 ping, game ga jelas",2,2025-06-25 15:32:59
game ini sangat bagus bisa bergaul dan berteman dengan orang lain juga selain itu bisa memilih 1 dari banyak hero dan kurangi sedikit ya skin yang memakai diamond,5,2025-06-25 15:32:21
"gamenya banyak lag padahal sinyal bagus untuk main game lainya juga lancar tapi untuk main mobile legend ngelag, sistem yang baru jelek, kembalikan seperti sebelumnya",1,2025-06-25 15:32:18
"setiap war sinyalnya selalu down, minimal perbaiki lah, kebanyakan update tapi server kagak di urus, lawak",1,2025-06-25 15:31:46
"game ini membuat mental anak menjadi rusak dan males belajar mohon di perbaiki, tolong berikan saya ws 120000000000X udh itu aja moonton",1,2025-06-25 15:31:25
"gk jls nih sistem ROLE terbaru ML!, pilih dua role tapi selalu di kasih role yg kita kurang bisa, mana tak bisa di nonaktifkan lgi sistem pemilihan role ini!, kacau sistem terbaru kw nih!",1,2025-06-25 15:30:49
"game gak jelas dark sistem mempermainkan para pemain di saat bintang lagi naik-naiknya di kasih lawan yg gk sepadan kayak yg udah pro player gk di anjurkan buat di download yg emosinya gk terkontrol bisa aja hp di banting jadi mending tutup aja secara permanen game sialan ini,pokonya gk rekomendet kali montor mempermainkan para pemula. klo ini game ini gk bisa di perbaiki lagi mending tutup permanen atau hapus permanen kasihan orang lain gara-gara game ini banyak yg jadi korban terutama hp",1,2025-06-25 15:29:29
seru banget saran aku pilih Hero dyroth dia itu kuat banget terus darahnya bisa nambah kalo nge attack udah segitu aja,5,2025-06-25 15:29:23
setelah update jadi makin ribet match matching nya,1,2025-06-25 15:29:04
vitur sekarang GK enak cocok,1,2025-06-25 15:28:55
"Game tolol , 5 match main cuman buat kalah , kalahnya kena trol , game tolol",1,2025-06-25 15:27:44
